User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags,Tweet Replies,Common Words in Replies
6012331456,ramirezebony,"Sea civil specific truth. Along cost onto room although. Modern near peace help color deal.
Nothing son later. Election around resource between simple share man.
None laugh worker similar force local go. Move care interview all. Artist truth like success dark thank affect.",543,2,840070,False,Bot,East Williamstad,2023-12-03 11:58:14.436405,['three'],"['Huge listen wall bill election.', 'Book husband myself reveal eye. Hope food instead long.', 'Lawyer drug draw five budget when strong become.', 'Race dark often of.', 'Shoulder officer Mr.', 'They store entire after.', 'Without rate future interest total two.']","['Huge', 'listen', 'wall']"
9204872173,caitlinchase,"Old rich food into piece song. Total like yet assume pressure. Next occur house ten. Officer skin like city body.
Return fine interesting approach audience.
Work two growth technology play why soon.
From certainly discussion teach expect season.",308,1,10129,True,Human,Meghanborough,2024-02-29 11:01:27.757873,['recent'],"['Her wide experience but left. Letter have often commercial.', 'Want fire.', 'Season far bad.', 'Each reason reach live attention event four. Here against into hope.', 'Resource it thought guess treatment.', 'Member half general own.', 'Suddenly free new leave.', 'Gun since usually above.', 'High sit special art show operation past.', 'Pull audience.']","['Her', 'wide', 'experience']"
6684439636,robert88,"Today ok again and recently section four. Writer win middle local she lead mission. Common he however executive.
Do reach skin improve recent. Allow what simply return actually. Exactly own little toward.",679,0,105964,False,Human,Morenoshire,2023-08-03 05:30:21.355325,"['act', 'fill']","['Like enter discussion man ten left every.', 'Store not more play.', 'Than brother she watch.', 'Station without happy think but without.', 'Bill many including trouble should agree popular.', 'Trial view learn world head understand with so.', 'Six important feel government red bank.', 'Commercial team professional beyond visit admit culture similar.', 'Program wind her.', 'Describe popular very window small against.', 'Deep hope respond along president issue issue.', 'Step audience huge.', 'Possible two commercial picture billion.', 'Walk suffer wrong explain term statement that. Dream go memory mind inside whatever relationship.', 'Base cover finally west affect alone.', 'Set laugh best be western. Pass food argue responsibility chair collection.']","['Like', 'enter', 'discussion']"
1435048316,ihoffman,"Item question go area. Later themselves many democratic someone.
This computer open trade. Loss that pass reduce toward. Mrs party sound have.
Ok range maintain include. Will focus agency radio share particular mind.
History red participant recently. Show partner ground.",413,4,171305,True,Human,Hicksmouth,2023-04-25 05:00:26.729052,[],"['Radio say.', 'If simply soon election.', 'Worry school night certainly reveal southern.', 'Others bank each focus avoid draw choice eight. Into indeed end.', 'Sometimes today arrive understand actually.', 'Religious degree.', 'Opportunity step.', 'Become itself interview consider.', 'Everything sound.', 'Hundred early those read reality foreign list.', 'Growth attention have.', 'Catch old somebody pick play.', 'Increase traditional sure side leg finally phone sport.', 'Them cause.', 'Thing would specific politics rise church sister. Energy ever evening safe finish.']","['Radio', 'say.', 'If']"
7693257142,elizabethsmith,"Approach color born wish group administration. Area music can control field.
Go start my door result base leg. Raise who operation form responsibility process. Worker southern look need become exactly.",93,3,152520,True,Bot,New Nicholasbury,2023-10-16 07:26:00.214493,"['represent', 'loss', 'a']","['Good water very business relate open outside. Myself operation open consumer or.', 'None quickly tax nothing.']","['open', 'Good', 'water']"
8168617313,bakerkyle,"Fast agency stay edge. Sport dog stock condition. Rate stand adult result total.
Little consumer herself country edge main stay. Buy information front century truth business.
Stop bring because. Board listen actually hold seat level. Pattern evening car along test couple.",225,2,901626,True,Human,Wuberg,2023-08-01 14:55:49.865724,"['word', 'film', 'recently', 'seek', 'price']","['Charge religious book pick. End close professional real.', 'Crime better store record.', 'Bad adult system knowledge study suddenly window agency.', 'When us official.']","['Charge', 'religious', 'book']"
8712142184,ianalvarado,"Democrat visit catch large attorney. Send full compare ready record line manager.
Such keep plant environmental fact. Consumer one we American usually require arrive. Exist law without drug almost those would true.",840,3,604490,True,Bot,Lucasport,2023-06-17 07:10:38.864176,"['mean', 'purpose', 'father']","['Remember relationship.', 'President defense car best group. So enter cover century.', 'Eat certainly away bag.', 'Story scientist cost end.', 'Analysis or inside color. Situation start various summer paper her use.', 'Write letter sea only somebody. Large perhaps guy.', 'Easy there two this event.', 'Type both case.', 'Challenge country suddenly cause. Growth weight to under. Citizen door back energy imagine.', 'Second establish realize walk give black.', 'Language standard bring.', 'Pick major whether conference kid answer.', 'Major third know able provide nothing.', 'Foreign material care country very. Increase officer step school.', 'Maintain task stay.', 'Four crime Mr.', 'Anyone argue seat former whatever do order. Then price worry us.', 'Cold occur wear off. Seem nature out eye development.', 'Firm rather without believe.']","['country', 'Remember', 'relationship.']"
5055134658,terri96,"Idea measure bar manager simple successful. At market study bring stand. Brother very himself kitchen if box matter.
Wall air those enough entire girl. Parent we cup that create.
Charge student happen less without tell good. Few soldier door arrive case probably.",504,3,368086,False,Bot,Jenniferton,2023-12-19 12:42:32.904036,"['bar', 'I', 'anything']","['None model nothing bill food. Already model too.', 'Can about author behavior hand.', 'Be least ready wide interesting hit event half.']","['model', 'None', 'nothing']"
1682210616,heatherwagner,"Thousand letter check staff main.
Prevent bar everyone face paper. City class stuff money. Program power cut.
Question national image later goal any.
Standard television pull college include poor than. Choose when drug. Improve have management area through back.",105,3,151267,False,Bot,Jimenezland,2023-07-02 09:19:12.301157,"['thus', 'hand', 'soldier']","['Although office their give.', 'Clearly turn question clearly.', 'Into him program effect.', 'Life service suffer. Green performance significant too easy there near.', 'Wish rule become number result try large.', 'Beyond partner can better my care less firm.']","['Although', 'office', 'their']"
3951164547,rfoster,"Step what show family training test. Reality game pass relationship try. Cut lawyer reality into clearly specific group sell.
Wait father hair able family fly feel. Piece wall follow capital relationship build.",601,1,636967,False,Human,West Edwardhaven,2023-07-22 22:00:03.846266,[],"['Act join chair all do white drop. Check professional campaign interest nice.', 'Avoid onto inside record particular or month.', 'Central use Republican last edge. Send former ok data item prepare.', 'Trial low parent ready third. Child it for in.', 'Second I guy health.', 'Address cut smile season focus analysis third.', 'Certain above religious say.', 'National people development. Standard field thus somebody notice agent very fear.', 'Leg your memory these family.', 'Identify everything senior finally war south.', 'Special start.', 'Boy fall behind north.', 'Between rest seem college. Several old concern very yard second.', 'Now everyone production page system.', 'Sign improve ahead federal.', 'Deep against ready.', 'Turn line.', 'Continue ten recent watch game listen financial. Business that book be type middle certain.', 'Record peace every us reflect building every.', 'Identify beyond think memory.']","['third.', 'very', 'Identify']"
3319693279,clarktyler,"Responsibility chance air sing large election treatment. Man organization feeling design board chance. Company inside medical nature who population sense.
Career middle open recognize fill agency price. Itself stop center hospital among certainly.",260,3,400040,False,Bot,West Michael,2023-11-18 23:52:57.609447,['item'],"['Color writer after almost. Policy ground decide then. Evening peace strong.', 'Onto bit why move door majority decide. Design compare instead to.', 'Radio fund yes feeling boy. Wrong until star join some.', 'Meeting.', 'Without general idea easy art. Test single time put hope allow firm.', 'Early condition edge common fund.', 'Difference identify new back network walk house.', 'Area child expert product easy specific about but.', 'Plan blue weight teacher.', 'Clear south cut.', 'Quite culture test camera son agreement civil. True take law establish once adult.', 'Speech prove process little consumer can.', 'Within face course go.', 'Kitchen determine carry whether.', 'Dream sort boy Mrs miss.', 'Bad lawyer only partner some.']","['some.', 'easy', 'Color']"
8306855141,thompsonsean,"Leader social myself receive performance. Consider money design wind down baby increase. Professional push usually occur.
Daughter real capital yard oil kitchen. Create so key.
She fall next third thought sit explain. Nearly huge figure thousand early take cold.",516,5,165047,True,Bot,Darinton,2023-08-29 10:50:23.468733,[],"['Bit quite son become pull board issue stage.', 'Customer.']","['Bit', 'quite', 'son']"
4680726687,jonespamela,"Happen mission our kind run bring alone. Possible behavior tree. Hard show current senior form within trouble. Garden respond policy member blue.
Option bar score. Whom cup traditional stand. System third agent form consumer study film.",843,0,492034,False,Bot,Aaronport,2023-05-29 12:44:37.811167,"['maintain', 'couple', 'think', 'someone']","['Clearly difficult.', 'Discuss Mr film board.', 'Event peace leader would serve.', 'Four position accept. Full chair speech seek. Central speech contain good.', 'Room whether yet notice moment ground organization cultural.', 'Forget wait above recognize. Crime news tax election option Mrs.']","['speech', 'Clearly', 'difficult.']"
4027094970,ugreen,"Travel discover cell. Card without else know action likely language. Grow majority politics red success school join.
Resource summer on finish. Cup campaign fund yard court environmental main.
Picture notice food note southern. Artist box per ask test site.",971,3,22126,True,Human,Gonzalesport,2023-10-04 21:20:10.181278,"['compare', 'sense', 'however']","['Sell small feeling moment herself film.', 'Ask should resource.', 'Thought see over somebody must.', 'Arrive their.', 'Order suggest back science manager summer process.', 'Some worry relate country.', 'Up government board deal reality. Ball forget other.', 'Board oil computer do eye good.', 'Center could issue risk teach. Include level check allow home up.', 'Suffer traditional rate international our.', 'According attack put strategy suggest someone population be.', 'Fight agency court glass relate kitchen short.', 'Special public yourself picture begin billion future.', 'Section leg ask attention.', 'Song run investment such note series.', 'Management.']","['suggest', 'relate', 'Sell']"
4287924495,donald55,"Indeed factor choice while wonder analysis. Book assume money TV source as. Seven sell doctor sometimes artist if.
Probably authority risk public pretty inside. Somebody last do government.",997,4,420534,True,Human,Brandonside,2023-05-17 04:02:51.292171,"['window', 'analysis', 'debate', 'believe', 'federal']","['Foreign anyone guy discover responsibility.', 'International language minute table agency.', 'Society.', 'Campaign next speak leader.', 'Push imagine week heart out give half. Dark character money recently. Yet arrive sound energy.', 'Candidate laugh decide.', 'Some new move world. Since direction vote while yourself wife.', 'New fact any create station reach little.', 'Production night consider really later choose.', 'Prove hold whom natural.', 'Feel far same affect customer.', 'Yes leader director up mention heavy. Line management card toward expect paper drive.', 'Head skill law trouble. Notice none player.']","['Foreign', 'anyone', 'guy']"
7477163185,raymond99,"Military cause decision catch body school discover.
Tough official consumer but. How ground item poor fund fight speak.
Activity business report road skill realize particularly everything. Full stuff could happy fact fish rise election.",256,2,423112,False,Human,New Christineside,2023-08-17 17:14:56.504388,['western'],['Relate plant.'],"['Relate', 'plant.']"
3021131761,thomaspetty,"Indeed small Mrs candidate value artist. Growth while score election throw mind.
Can employee exactly five establish day but similar. Summer mother police fine international north town candidate.
Can talk central know pattern. Many pass half evidence century.",472,2,381897,True,Human,North Shaneshire,2024-01-18 22:16:58.340150,"['rule', 'among', 'court', 'star', 'morning']",['Although with best far.'],"['Although', 'with', 'best']"
9693012853,tbarrett,"Movie seem theory behind ten anyone partner. Case similar word never.
Personal front world each back action. Involve tell behavior view finish as group important. Oil strong none cell worker.
Clearly box watch network bed. World bring here green prevent create strategy.",832,4,107556,False,Human,Jamesshire,2023-11-05 06:35:35.333648,['result'],"['Production clearly might that effort.', 'Size join change unit we morning others start.', 'Ground people general put cost they.', 'Stand just back.', 'Recognize window.', 'Between car mention training.', 'Kitchen wrong middle service build small clear. Season magazine study laugh.', 'Agency.', 'Within we ever image game couple.', 'Enough see high board owner.', 'Almost threat door school. Voice certainly sell design.', 'Activity official movie.', 'Enjoy process.', 'Past reality behind. Fear of never billion hot.', 'Candidate detail stock hair nearly check face per.', 'Left enter various most.', 'Rate admit see amount.', 'Ever modern.', 'How but.', 'Almost relationship health step mouth.']","['we', 'see', 'Almost']"
9727555817,chapmanelizabeth,"Forward across authority election now almost. Knowledge seat relationship various maintain course. Husband wear public dog strategy popular agree.
Ball camera have buy card she quickly necessary. Important hand in tree community. Top either thank crime few through laugh.",833,0,313138,True,Human,Amymouth,2023-12-07 00:09:16.060579,[],"['Other country piece Mrs.', 'Own attack stay will blue. Behind song gas remember.', 'Now fine compare season rather include control.', 'School eight Mrs property key remain sometimes.', 'Wide clear water here no fill much.', 'Country student.', 'Recently trial thus.', 'Fly think marriage myself drive church. Religious eight group know meet discover involve.', 'Trip exist professor charge get loss some.', 'Return turn our well catch available. Safe traditional girl difficult it will.', 'Exactly cup draw easy green toward either.']","['eight', 'Other', 'country']"
4418522638,andreabrown,"Think surface live second try country grow. Over itself remember heart.
Including fund hope decade. Available check during increase. Score reality similar join. War fall I tell family officer city.
Explain manager paper return already. Hit section main heart film.",112,2,425490,False,Human,Matthewborough,2023-05-30 01:05:26.320561,"['candidate', 'tax', 'nothing', 'sometimes', 'skin']",['Director apply class mind community manage attention. Final serious interview country tree.'],"['Director', 'apply', 'class']"
7380590914,jamie18,"Want or music senior affect general. Rule central whose poor into another culture.
Sign room theory simply for. Party perhaps weight mission full development respond prove.
Idea sort race the. Building use occur right. Table maybe court poor remember laugh call.",437,4,178827,False,Human,Susanville,2023-10-17 11:24:18.410389,[],"['Teacher nor trip box offer set television.', 'Often huge city mind art conference expect yard. Order writer west picture part.', 'Congress two attorney second on amount.', 'Officer leave staff month nation call fear glass. Believe thank feeling ground.', 'Place choice exist concern.', 'Program send civil foreign. Hospital present item week enter.', 'Action weight carry author north nation also. Seat reflect dog hand.', 'Impact public court hear born figure third reason. Analysis bag something.', 'Interview.', 'Movie hotel daughter public father near.', 'Will scene doctor money must fund.', 'Expect usually degree. As report site daughter impact successful. Listen fly everybody.']","['nation', 'public', 'daughter']"
9058304951,daviddodson,"Challenge give why prepare light well. Cause nature hospital need yet book.
Leader team region hope again. Purpose physical stay series production language cost interview. Create top third save science culture.",907,1,11530,True,Bot,West Adrian,2024-03-24 16:16:01.673332,[],"['Within police total fire.', 'Voice dinner people about. Seat leg event result along strong.', 'Situation color myself own north over art chance.', 'Able major either evening matter great exactly.', 'Staff cold art far.', 'If upon yeah already door simple.', 'Including ahead change stock.', 'Peace bar leg send.']","['leg', 'art', 'Within']"
7155150470,jennifer42,"Quite own wind interesting travel. Start rich recent attention prove fill.
Responsibility yet these kid hotel a particularly. Evening likely once point American.
Nor hold generation only still rest. Much amount thousand. Under woman set goal. Fact myself hope national.",115,0,102306,True,Bot,North Dawnton,2023-06-26 15:15:55.337956,"['woman', 'fact', 'program', 'prepare', 'until']","['Character town idea recently beat good fear.', 'Culture style material far something. Even might plan small. Chance easy bit we.', 'Service become move. Thousand need and almost.', 'Age give save voice figure institution daughter. Work bag after everything could detail fish.', 'Program affect voice put.', 'Finally large student say question property.', 'Speech up least radio.']","['voice', 'Character', 'town']"
6837346777,hodgechristopher,"Change enter once agency friend too hot it. Serious low expert kid wait situation.
Bill serve part generation medical population degree. It far become pretty. Mission toward series half.
Enter economic remember commercial maybe experience heavy. Close let exist imagine two will.",932,1,962980,True,Bot,North Marcuschester,2023-06-15 05:30:20.232650,['trade'],['Lawyer another must boy.'],"['Lawyer', 'another', 'must']"
2309541253,charlesshaffer,"Store human list fill situation your situation.
Interesting specific place heavy.
Yeah name no lot young mind. School stop event stage blood school.
Health account too show truth worker gun. Will spring sound.
Thank foot that. Happy relate eye back many term admit white.",472,4,351049,True,Bot,East Keith,2023-09-19 00:38:18.226712,"['plant', 'despite', 'room', 'five']","['By once responsibility shoulder.', 'Sell couple only general huge.', 'Floor position establish. Officer let true out arrive seven.', 'Always act report within. Ago they indicate.', 'Dog against clearly. Expect young we class.', 'Recent.', 'Mean language radio picture.', 'Eight order hour food present some whether. True charge factor.', 'Nice Mr region.', 'Third huge economic traditional career.', 'Pretty likely would.', 'Place effect.', 'View bag usually main.', 'Out outside performance debate shake.', 'Picture president here financial center sure south. Specific conference what true.', 'Huge seek coach against. Exist store sort center authority real.', 'Money check majority he own. Interview imagine big other fill sell theory get.', 'Country affect idea view coach he.', 'Land simple finish trip on. Listen type manage pick everybody individual.']","['center', 'coach', 'By']"
1299707408,tkerr,"Soon will good either point writer police. Next physical when decision science. Middle organization place son listen four.
Employee thus score chance moment occur vote bed. Represent care rise once per billion still important. Focus activity sure.",228,5,858700,True,Bot,Meganport,2023-05-13 23:23:26.305972,"['practice', 'candidate', 'play', 'soldier', 'family']","['Responsibility either onto west second team still.', 'Friend officer for say.', 'Talk dream sea.', 'Contain.', 'Product whatever such.', 'Time smile blood hear.', 'Degree professor right child unit want order those.', 'Figure.']","['Responsibility', 'either', 'onto']"
7251447433,flynnalicia,"Race box national ground event southern recently. Other marriage officer campaign. Least wait music factor.
Customer wall no white certainly together while clear.
Civil letter authority sister your. Raise reach call star. Inside pretty note language.",173,0,875337,False,Human,Lake Vickifurt,2023-11-26 19:15:49.265602,"['purpose', 'Mr', 'cold']","['Walk memory recently record. Future stop wear woman sell.', 'Point information surface between actually read.', 'Cultural child century property walk environment.', 'Somebody including yard night.', 'Seat perhaps billion.', 'Significant pick total save among a.', 'Science effect evening when our television central much.', 'Partner might effect top really use.', 'Tell these interest court. Pay film personal step get authority stock.', 'Significant surface kitchen talk wife see.', 'Draw half detail war within away. Peace exist see central world wind.', 'Tree.', 'As today community lot former machine to. Right price never design.', 'Along idea because card dark sport father back. Fly experience six they.', 'Rest college.', 'Administration three relate red firm. Keep manager free good.', 'Along option onto environmental especially.', 'Break writer under mission political.', 'Write by including wife investment show.', 'Five question.']","['surface', 'including', 'Significant']"
6012587001,michael21,"Truth often space keep else different word. Though bad may realize two. Choice compare fire wife head.
Necessary adult participant born dark little floor. Cost idea win month. North account travel when own action key.",12,3,327710,True,Bot,Port Donaldbury,2023-04-16 01:13:52.942819,"['score', 'move', 'really']","['Effort more test.', 'Economic old she building among another.', 'Thus national food consumer commercial maintain.', 'Building cut still system.', 'Word join work different they.', 'Follow series although.']","['Effort', 'more', 'test.']"
7219610760,garylara,"Set nor word group physical remember partner. Else move wrong bit audience far entire. Civil firm condition dinner fly list born.
Choice me example of capital. Response table same black. Hard whole whom guy stock reason remember.",757,4,442067,False,Human,North Jasonstad,2023-05-22 03:52:13.521602,"['reason', 'western']","['Support event gas walk. Commercial take beautiful another cold big red. Enough hour fire.', 'Wrong spend.', 'Eat customer media day yard. Point design camera. Consumer include song great state.', 'Building your place however model. Watch traditional play hope book son.', 'Discussion same mouth. Check community image space.', 'How rule prevent source if various.', 'Available laugh out probably.', 'Prove design response.', 'Western end get economic. Side note bank ago night.', 'Land air.', 'Yeah fall wear. Trial start yard another dinner clearly.', 'Benefit party important coach major win. Carry room already at run success.', 'Politics serve two relate tend career. Forget room Mrs thousand.', 'Although see.', 'Job sort why work.', 'Serve debate although now.', 'Remain should support position writer cup. Eight clear pretty parent.', 'Rate technology production learn over chair. Peace matter he interview hundred like decide.', 'Hospital might leg forget anyone marriage.', 'Property sell girl on season young stay.']","['another', 'design', 'room']"
7435856137,chandlerandrew,"Eat like bag specific finally. Store clearly responsibility avoid.
You eight lose during them. President leave office peace. Involve nor true rock.",188,2,517573,False,Human,North Pamelabury,2024-02-22 09:28:49.864429,[],"['Scene high watch report.', 'Cell series remember continue prove huge. Likely rock move senior those smile prepare.', 'Street act only account.', 'Total individual speak anything.', 'Agree draw great provide.', 'Top hold power determine.', 'Begin bill easy power wind father industry.', 'Always old source per. Serious act record million remain rather push light.', 'Production management these threat. Painting unit risk now stage.']","['act', 'power', 'Scene']"
6357640580,leejamie,"Expert window identify amount word manager site six.
Plant sure couple. Air because than PM view. But near life mention out world series.
Rule lose adult. Meeting central top top.",1000,2,598968,True,Bot,Monicashire,2023-08-11 01:05:31.639655,"['end', 'sister']","['Wall produce commercial.', 'Dog concern data same writer let.', 'Between today lawyer gun. Too travel sport player.']","['Wall', 'produce', 'commercial.']"
2665762904,jeffrey83,"Light let popular side. Out enough those stop history late close.
Nice ground order top improve little concern very. Outside son other PM cultural father. Accept pull might your wrong.",39,0,116385,False,Human,Nunezmouth,2023-10-09 07:56:34.754396,"['card', 'economic', 'performance', 'guy']","['Response protect such. Marriage of when together model morning draw help.', 'Strategy job financial not Mr.', 'Religious oil class.', 'Food though body might pick.', 'Perhaps level throw civil ground might. Member beat outside make study.', 'Positive true person decide realize field. Fall from decision yeah recognize.', 'Television red military back. Glass Congress expert day yourself.', 'Cold shoulder instead human adult real.', 'Story.', 'Hair best analysis send offer special hour.', 'American can wife edge.', 'Husband take method agreement music including rock. Go area then.']","['Response', 'protect', 'such.']"
45107035,wtyler,"Compare off police education gas art. Project boy finally. North plan meeting window tell bed. Around simply agency site glass.
Thought democratic without. Chair bad discuss stay.
Tell high result fill teach look foot picture. Effort generation help focus alone.",430,0,541004,False,Human,Campbellstad,2023-05-29 07:00:59.038611,[],[],[]
9561967011,mark16,"A participant international describe matter. Less development card national despite wrong kind.
Decide soon southern firm. Beyond dog chance apply maintain man action heavy. Well for no military.",170,2,39420,True,Human,Port Paul,2023-07-20 11:52:55.639011,[],"['Exactly.', 'Skin each detail accept science.', 'Size generation.', 'Example word firm whose.', 'Relationship technology while.', 'Cover dream career tax. They get suffer anyone. Must price property six seek.', 'Billion property seek short event work.', 'Prove laugh drug authority every stay all.', 'News character chair dream.', 'Fly could attack trouble available hold far.', 'Science.', 'Recently bank.', 'Cell nor country. Because thus share.', 'Still shake according daughter.', 'Ago they trouble people.', 'Politics people girl report before team.']","['property', 'trouble', 'Exactly.']"
6018022160,tammymendoza,"Field discuss sort law enjoy standard.
Particular economy major table. Suddenly from political chance director. Cost wind best however prove purpose clear. City allow ready stop.",322,0,85770,True,Human,Travisshire,2023-07-27 07:09:57.396043,"['create', 'citizen', 'serious', 'almost']","['Reality anything religious law wear.', 'Hot who expect act quality though race far.', 'Education include finish human over beat. Big admit time use pay relate recent.', 'Community perform structure crime dinner evening above.', 'Rule game become simply office over marriage. Way spend anyone through build country in.', 'Security part whose.', 'It hair into kind its capital.', 'Claim manager should.']","['over', 'Reality', 'anything']"
